visitor,total,items,itemTypes,visits,visitsNonPurchase,category,type,site
101163,229.95,1,1,2,1,Cat3,Type1,www.site2.com
101164,249.76,2,2,4,2,Cat13,Type2,www.site2.com
101165,19.97,1,1,2,1,Cat3,Type1,www.site2.com
101166,236.32,4,1,2,1,Cat49,none,www.site1.com
101167,60.38,6,5,6,1,none,none,www.site1.com
101168,127.86,9,6,10,4,Cat45,Type4,www.site5.com
101169,48.97,2,2,3,1,Cat25,none,www.site1.com
101170,203.52,6,6,7,1,Cat37,none,www.site1.com
101171,44.01,6,6,10,4,Cat38,none,www.site1.com
101172,15.0,1,1,2,1,Cat6,none,www.site1.com
101173,58.48,2,2,4,2,Cat5,Type5,www.site2.com
101174,12.0,1,1,2,1,Cat52,none,www.site1.com
101175,22.5,1,1,2,1,Cat56,none,www.site1.com
101176,19.88,1,1,2,1,Cat12,none,www.site1.com
101177,65.35,3,3,4,1,Cat5,Type2,www.site2.com
101178,65.3,6,6,7,1,Cat3,Type1,www.site2.com
101179,48.88,1,1,2,1,Cat17,none,www.site1.com
101180,32.87,2,2,4,2,Cat3,Type1,www.site2.com
101181,258.57,26,20,23,3,Cat6,none,www.site1.com
101182,115.0,1,1,2,1,Cat4,Type1,www.site3.com
101183,21.02,1,1,2,1,Cat18,none,www.site1.com
101184,309.92,4,4,6,2,Cat5,Type2,www.site2.com
101185,349.0,1,1,2,1,Cat45,Type2,www.site5.com
101186,176.4,3,1,2,1,Cat24,none,www.site1.com
101187,18.03,2,2,3,1,Cat4,Type1,www.site3.com
101188,136.02,5,5,6,1,Cat3,Type1,www.site2.com
101189,25.0,1,1,2,1,Cat4,Type1,www.site3.com
101190,117.0,9,4,5,1,Cat14,none,www.site1.com
101191,19.91,2,2,4,2,Cat41,none,www.site1.com
101192,24.0,4,4,6,2,Cat29,none,www.site1.com
101193,7.76,2,2,4,2,Cat79,none,www.site1.com
101194,59.5,1,1,2,1,Cat20,none,www.site1.com
101195,111.88,2,2,3,1,none,none,www.site1.com
101196,163.95,2,2,3,1,Cat3,Type1,www.site2.com
101197,14.97,1,1,2,1,Cat4,Type1,www.site3.com
101198,57.96,2,2,3,1,Cat52,none,www.site1.com
101199,52.1,14,14,16,2,Cat23,none,www.site1.com
101200,107.98,4,4,6,2,Cat4,Type2,www.site3.com
101201,758.72,5,3,5,2,Cat3,Type1,www.site2.com
101202,138.0,22,20,21,1,Cat3,Type1,www.site2.com
101203,30.05,2,2,5,3,Cat98,none,www.site1.com
101204,48.2,2,2,3,1,Cat12,none,www.site1.com
101205,26.0,3,3,4,1,Cat30,none,www.site1.com
101206,9.67,1,1,2,1,Cat3,Type1,www.site2.com
101207,54.97,2,2,3,1,none,none,www.site1.com
101208,98.17,1,1,2,1,Cat17,none,www.site1.com
101209,345.81,23,9,11,2,Cat3,Type1,www.site2.com
101210,15.0,1,1,2,1,Cat3,Type1,www.site2.com
101211,649.99,5,2,4,2,none,none,www.site1.com
101212,629.92,16,3,4,1,Cat21,none,www.site1.com
101213,554.56,30,14,15,1,Cat6,none,www.site1.com
101214,55.78,3,3,5,2,Cat25,none,www.site1.com
101215,136.04,3,2,3,1,Cat2,none,www.site1.com
101216,50.89,6,6,7,1,Cat48,Type1,www.site6.com
101217,51.22,6,6,8,2,Cat8,none,www.site1.com
101218,97.84,3,3,4,1,Cat12,none,www.site1.com
101219,9.4,2,2,3,1,Cat3,Type1,www.site2.com
101220,18.27,2,2,3,1,Cat15,none,www.site1.com
101221,29.87,2,2,3,1,Cat41,none,www.site1.com
101222,138.96,9,8,10,2,Cat12,none,www.site1.com
101223,81.4,2,1,2,1,Cat26,Type4,www.site5.com
101224,132.0,4,4,7,3,none,none,www.site1.com
101225,103.1,7,4,6,2,none,none,www.site1.com
101226,374.99,2,2,3,1,Cat23,none,www.site1.com
101227,9.88,1,1,2,1,none,none,www.site1.com
101228,29.82,1,1,2,1,Cat18,none,www.site1.com
101229,22.49,1,1,2,1,Cat39,Type1,www.site6.com
101230,214.36,6,4,5,1,Cat20,none,www.site1.com
101231,56.18,7,7,8,1,Cat23,none,www.site1.com
101232,13.99,1,1,3,2,Cat39,Type1,www.site6.com
101233,171.59,5,2,3,1,none,none,www.site1.com
101234,583.11,9,9,10,1,Cat52,none,www.site1.com
101235,48.88,1,1,2,1,Cat17,none,www.site1.com
101236,52.97,3,3,4,1,Cat3,Type1,www.site2.com
101237,48.88,1,1,2,1,Cat17,none,www.site1.com
101238,105.53,7,4,5,1,Cat26,Type2,www.site5.com
101239,59.85,2,2,3,1,Cat41,none,www.site1.com
101240,21.85,2,2,3,1,none,none,www.site1.com
101241,296.45,3,3,4,1,Cat3,Type1,www.site2.com
101242,102.81,3,3,4,1,Cat24,none,www.site1.com
101243,201.26,11,8,10,2,none,none,www.site1.com
101244,111.71,16,14,17,3,Cat18,none,www.site1.com
101245,46.56,2,1,2,1,Cat54,none,www.site1.com
101246,60.52,7,7,9,2,none,none,www.site1.com
101247,69.97,1,1,2,1,Cat21,none,www.site1.com
101248,50.63,3,3,5,2,Cat25,none,www.site1.com
101249,100.0,1,1,2,1,Cat3,Type1,www.site2.com
101250,80.65,4,4,5,1,Cat4,Type1,www.site3.com
101251,97.97,3,3,4,1,Cat36,Type12,www.site7.com
101252,264.18,16,11,14,3,Cat13,Type3,www.site3.com
101253,56.33,6,6,7,1,Cat3,Type1,www.site2.com
101254,136.0,4,2,4,2,Cat49,none,www.site1.com
101255,54.48,4,4,5,1,Cat52,none,www.site1.com
101256,43.84,1,1,2,1,Cat21,none,www.site1.com
101257,156.38,8,6,10,4,Cat23,none,www.site1.com
101258,127.9,4,4,7,3,Cat3,Type1,www.site2.com
101259,67.56,5,4,5,1,Cat4,Type1,www.site2.com
101260,81.9,3,3,6,3,Cat58,none,www.site1.com
101261,250.65,19,11,12,1,none,none,www.site1.com
101262,49.5,5,5,6,1,Cat12,none,www.site1.com
101263,145.92,4,4,8,4,Cat19,Type2,www.site4.com
101264,23.77,1,1,2,1,Cat68,none,www.site1.com
101265,143.64,9,9,10,1,Cat7,none,www.site1.com
101266,4.99,1,1,2,1,Cat3,Type1,www.site2.com
101267,231.36,4,2,3,1,Cat4,Type1,www.site3.com
101268,135.25,11,11,12,1,Cat11,none,www.site1.com
101269,70.97,8,5,6,1,none,none,www.site1.com
101270,240.37,32,26,28,2,Cat16,none,www.site1.com
101271,34.99,2,2,5,3,Cat10,none,www.site1.com
101272,5.99,1,1,2,1,Cat3,Type1,www.site2.com
101273,104.97,1,1,2,1,Cat17,none,www.site1.com
101274,13.17,1,1,2,1,none,none,www.site1.com
101275,89.04,5,3,4,1,Cat12,none,www.site1.com
101276,29.0,2,2,3,1,none,none,www.site1.com
101277,247.94,4,4,6,2,Cat13,Type1,www.site2.com
101278,51.88,2,1,2,1,Cat36,Type12,www.site7.com
101279,61.77,5,4,5,1,Cat47,none,www.site1.com
101280,55.01,7,7,8,1,Cat9,none,www.site1.com
101281,175.9,20,16,20,4,Cat18,none,www.site1.com
101282,87.99,1,1,2,1,Cat25,none,www.site1.com
101283,67.43,8,7,8,1,Cat47,none,www.site1.com
101284,278.79,30,27,33,6,Cat21,none,www.site1.com
101285,65.73,3,2,4,2,Cat8,none,www.site1.com
101286,49.05,1,1,2,1,Cat24,none,www.site1.com
101287,60.52,7,6,7,1,Cat12,none,www.site1.com
101288,85.94,4,4,5,1,Cat11,none,www.site1.com
101289,145.89,2,2,4,2,Cat6,none,www.site1.com
101290,362.78,9,3,4,1,none,none,www.site1.com
101291,53.92,6,6,8,2,Cat3,Type1,www.site2.com
101292,52.95,2,2,3,1,Cat3,Type1,www.site2.com
101293,774.35,27,11,12,1,Cat52,none,www.site1.com
101294,286.34,8,6,7,1,Cat8,none,www.site1.com
101295,79.0,1,1,2,1,Cat27,none,www.site1.com
101296,9.99,1,1,2,1,Cat18,none,www.site1.com
101297,62.17,3,3,5,2,Cat3,Type1,www.site2.com
101298,65.63,3,3,4,1,Cat6,none,www.site1.com
101299,50.0,1,1,2,1,Cat27,none,www.site1.com
101300,115.19,7,6,7,1,Cat51,none,www.site1.com
101301,391.82,10,10,12,2,Cat16,none,www.site1.com
101302,358.56,6,1,2,1,none,none,www.site1.com
101303,13.49,1,1,2,1,Cat18,none,www.site1.com
101304,14.0,2,2,4,2,Cat26,Type2,www.site5.com
101305,75.68,16,12,13,1,Cat11,none,www.site1.com
101306,50.96,5,5,6,1,Cat3,Type1,www.site2.com
101307,109.56,5,4,5,1,none,none,www.site1.com
101308,84.58,5,4,5,1,Cat20,none,www.site1.com
101309,52.71,5,5,6,1,Cat3,Type1,www.site2.com
101310,49.52,1,1,2,1,Cat17,none,www.site1.com
101311,10.83,1,1,2,1,Cat3,Type1,www.site2.com
101312,86.75,8,5,6,1,Cat21,none,www.site1.com
101313,284.43,7,2,3,1,none,none,www.site1.com
101314,50.72,6,6,8,2,Cat42,none,www.site1.com
101315,280.98,12,12,18,6,Cat3,Type1,www.site2.com
101316,76.03,6,5,7,2,Cat12,none,www.site1.com
101317,91.29,7,7,9,2,Cat6,none,www.site1.com
101318,133.94,8,4,5,1,Cat11,none,www.site1.com
101319,733.78,4,4,6,2,Cat26,Type1,www.site5.com
101320,93.03,14,12,14,2,Cat4,Type1,www.site3.com
101321,128.54,3,2,3,1,Cat42,none,www.site1.com
101322,31.24,3,2,3,1,Cat11,none,www.site1.com
101323,21.49,2,2,3,1,Cat52,none,www.site1.com
101324,37.32,2,1,2,1,Cat24,none,www.site1.com
101325,114.65,9,4,5,1,Cat3,Type1,www.site2.com
101326,142.86,3,2,3,1,Cat68,none,www.site1.com
101327,94.16,3,3,5,2,Cat21,none,www.site1.com
101328,5.11,1,1,2,1,Cat7,none,www.site1.com
101329,48.88,1,1,2,1,Cat17,none,www.site1.com
101330,47.51,12,11,13,2,Cat40,none,www.site1.com
101331,222.83,6,3,4,1,Cat60,none,www.site1.com
101332,144.86,5,4,5,1,Cat12,none,www.site1.com
101333,131.04,10,6,8,2,Cat60,none,www.site1.com
101334,135.45,9,6,7,1,Cat3,Type1,www.site2.com
101335,99.67,6,5,6,1,Cat7,none,www.site1.com
101336,85.83,4,3,4,1,Cat24,none,www.site1.com
101337,40.3,2,2,4,2,Cat31,none,www.site1.com
101338,18.12,3,3,4,1,Cat12,none,www.site1.com
101339,919.9,51,33,46,13,Cat47,none,www.site1.com
101340,50.0,1,1,2,1,Cat4,Type1,www.site3.com
101341,75.8,4,4,8,4,Cat19,none,www.site4.com
101342,61.34,6,6,7,1,Cat21,none,www.site1.com
101343,50.23,4,4,5,1,Cat19,Type1,www.site4.com
101344,18.84,1,1,2,1,Cat11,none,www.site1.com
101345,639.23,40,16,19,3,Cat1,none,www.site1.com
101346,49.98,1,1,2,1,Cat16,none,www.site1.com
101347,34.0,1,1,2,1,Cat26,Type1,www.site5.com
101348,52.57,5,5,8,3,Cat69,none,www.site1.com
101349,210.99,3,2,3,1,Cat6,none,www.site1.com
101350,123.67,22,17,18,1,Cat21,none,www.site1.com
101351,51.43,9,9,10,1,Cat36,Type12,www.site7.com
101352,16.0,2,2,4,2,Cat13,Type1,www.site2.com
101353,16.0,1,1,2,1,Cat30,none,www.site1.com
101354,23.99,1,1,2,1,Cat11,none,www.site1.com
101355,6.0,1,1,2,1,Cat19,Type2,www.site8.com
101356,49.99,1,1,2,1,Cat24,none,www.site1.com
101357,66.73,11,9,10,1,Cat41,none,www.site1.com
101358,8.61,2,2,4,2,Cat10,none,www.site1.com
101359,88.77,12,11,13,2,Cat23,none,www.site1.com
101360,39.96,1,1,2,1,Cat59,none,www.site1.com
101361,59.99,1,1,2,1,Cat3,Type1,www.site2.com
101362,97.53,1,1,2,1,Cat17,none,www.site1.com
101363,60.18,4,4,7,3,Cat25,none,www.site1.com
101364,156.48,14,11,14,3,Cat19,Type1,www.site4.com
101365,58.48,2,2,3,1,Cat18,none,www.site1.com
101366,27.08,3,3,4,1,none,none,www.site1.com
101367,22.44,2,2,4,2,Cat21,none,www.site1.com
101368,29.75,2,2,3,1,Cat4,Type1,www.site3.com
101369,106.61,5,3,4,1,Cat20,none,www.site1.com
101370,653.58,40,20,24,4,Cat3,Type1,www.site2.com
101371,38.47,3,3,4,1,Cat39,Type1,www.site6.com
101372,27.97,2,2,3,1,Cat30,none,www.site1.com
101373,309.4,4,4,7,3,Cat52,none,www.site1.com
101374,39.78,3,3,5,2,Cat4,Type1,www.site3.com
101375,52.04,11,11,13,2,Cat3,Type1,www.site2.com
101376,114.88,9,2,3,1,Cat6,none,www.site1.com
101377,93.95,8,5,7,2,Cat12,none,www.site1.com
101378,52.68,8,8,9,1,none,none,www.site1.com
101379,194.04,3,1,2,1,Cat1,none,www.site1.com
101380,46.44,5,5,6,1,none,none,www.site1.com
101381,9.0,1,1,2,1,Cat49,none,www.site1.com
101382,25.86,2,2,4,2,Cat16,none,www.site1.com
101383,99.3,16,11,12,1,Cat64,none,www.site1.com
101384,81.0,3,1,2,1,Cat54,none,www.site1.com
101385,34.12,4,4,7,3,Cat30,none,www.site1.com
101386,3.0,1,1,2,1,Cat3,Type1,www.site2.com
101387,24.88,1,1,2,1,Cat8,none,www.site1.com
101388,109.0,1,1,2,1,Cat14,none,www.site1.com
101389,167.57,5,4,5,1,Cat4,Type1,www.site3.com
101390,13.97,1,1,2,1,Cat1,none,www.site1.com
101391,20.0,1,1,2,1,Cat3,Type1,www.site2.com
101392,590.99,4,3,4,1,Cat41,none,www.site1.com
101393,49.34,6,6,8,2,Cat54,none,www.site1.com
101394,60.14,4,4,5,1,Cat47,none,www.site1.com
101395,29.88,2,1,2,1,Cat21,none,www.site1.com
101396,136.67,9,6,7,1,Cat1,none,www.site1.com
101397,5.0,1,1,2,1,Cat16,none,www.site1.com
101398,49.34,4,4,5,1,Cat12,none,www.site1.com
101399,130.04,14,8,9,1,none,none,www.site1.com
101400,55.54,5,5,6,1,Cat3,Type1,www.site2.com
101401,39.82,2,2,3,1,Cat15,none,www.site1.com
101402,73.06,2,2,3,1,Cat36,Type1,www.site5.com
101403,160.54,2,2,3,1,Cat25,none,www.site1.com
101404,358.0,2,2,3,1,Cat12,none,www.site1.com
101405,159.98,2,2,4,2,Cat26,Type1,www.site5.com
101406,69.99,1,1,2,1,Cat36,Type2,www.site5.com
101407,17.49,1,1,2,1,Cat3,Type1,www.site2.com
101408,493.89,18,15,18,3,Cat6,none,www.site1.com
101409,57.24,2,1,2,1,Cat3,Type1,www.site2.com
101410,71.68,4,3,4,1,Cat25,none,www.site1.com
101411,19.84,2,1,2,1,Cat18,none,www.site1.com
101412,58.96,3,3,4,1,Cat80,none,www.site1.com
101413,11.88,1,1,2,1,Cat14,none,www.site1.com
101414,184.7,16,14,18,4,Cat4,Type1,www.site3.com
101415,207.78,16,14,16,2,Cat12,none,www.site1.com
101416,71.47,3,3,4,1,Cat16,none,www.site1.com
101417,89.16,20,13,14,1,Cat13,Type1,www.site3.com
101418,10.66,1,1,2,1,Cat2,none,www.site1.com
101419,71.88,2,1,2,1,Cat4,Type1,www.site3.com
101420,319.96,4,4,6,2,Cat13,Type3,www.site2.com
101421,92.88,5,5,6,1,Cat4,Type1,www.site3.com
101422,257.96,9,3,4,1,none,none,www.site1.com
101423,82.59,3,3,4,1,Cat17,none,www.site1.com
101424,63.31,10,9,10,1,Cat65,none,www.site1.com
101425,503.16,63,33,39,6,Cat3,Type1,www.site2.com
101426,129.97,1,1,2,1,Cat3,Type1,www.site2.com
101427,189.24,9,3,4,1,Cat19,Type1,www.site4.com
101428,48.88,1,1,2,1,Cat17,none,www.site1.com
101429,9.97,1,1,2,1,Cat3,Type1,www.site2.com
101430,16.74,2,2,3,1,Cat10,none,www.site1.com
101431,11.8,1,1,2,1,Cat20,none,www.site1.com
101432,34.4,1,1,2,1,none,none,www.site1.com
101433,375.26,7,2,3,1,Cat3,Type1,www.site2.com
101434,67.21,8,8,10,2,none,none,www.site1.com
101435,123.83,10,10,16,6,none,none,www.site1.com
101436,238.96,4,4,6,2,Cat9,none,www.site1.com
101437,102.3,13,13,16,3,Cat8,none,www.site1.com
101438,48.88,1,1,2,1,Cat17,none,www.site1.com
101439,86.59,3,3,7,4,Cat4,Type1,www.site2.com
101440,100.0,1,1,2,1,Cat3,Type1,www.site2.com
101441,54.99,1,1,2,1,Cat49,none,www.site1.com
101442,5.98,1,1,2,1,Cat45,Type1,www.site5.com
101443,73.87,2,2,4,2,Cat4,Type2,www.site2.com
101444,237.45,30,27,30,3,Cat3,Type1,www.site2.com
101445,73.8,6,5,7,2,Cat11,none,www.site1.com
101446,147.07,17,15,16,1,Cat8,none,www.site1.com
101447,300.0,2,2,4,2,none,none,www.site1.com
101448,18.62,2,2,3,1,Cat4,Type1,www.site2.com
101449,20.0,2,2,4,2,Cat4,Type2,www.site2.com
101450,80.57,14,9,10,1,Cat37,none,www.site1.com
101451,99.0,1,1,2,1,Cat3,Type1,www.site2.com
101452,559.8,12,3,4,1,none,none,www.site1.com
101453,82.48,7,7,8,1,Cat10,none,www.site1.com
101454,75.81,9,9,15,6,Cat14,none,www.site1.com
101455,51.76,7,7,9,2,Cat52,none,www.site1.com
101456,225.39,4,4,5,1,Cat11,none,www.site1.com
101457,65.89,7,7,9,2,Cat64,none,www.site1.com
101458,200.0,1,1,2,1,Cat8,none,www.site1.com
101459,16.88,1,1,2,1,Cat62,none,www.site1.com
101460,228.42,7,4,5,1,Cat3,Type1,www.site2.com
101461,13.66,1,1,2,1,Cat33,none,www.site1.com
101462,37.85,3,2,3,1,none,none,www.site1.com
101463,100.0,2,2,4,2,Cat4,Type1,www.site3.com
101464,179.92,2,1,2,1,Cat12,none,www.site1.com
101465,127.25,6,4,5,1,Cat12,none,www.site1.com
101466,229.44,4,1,2,1,Cat21,none,www.site1.com
101467,205.16,32,32,36,4,Cat26,Type1,www.site5.com
101468,108.86,3,3,4,1,Cat32,none,www.site1.com
101469,149.95,1,1,2,1,Cat39,Type1,www.site6.com
101470,124.67,5,5,8,3,Cat21,none,www.site1.com
101471,63.3,13,11,12,1,Cat31,none,www.site1.com
101472,52.8,4,4,5,1,Cat6,none,www.site1.com
101473,64.09,8,7,8,1,Cat12,none,www.site1.com
101474,105.25,9,8,9,1,Cat13,Type1,www.site2.com
101475,73.97,2,2,3,1,Cat26,Type4,www.site5.com
101476,537.27,21,21,24,3,Cat24,none,www.site1.com
101477,118.86,18,18,19,1,none,none,www.site1.com
101478,87.51,4,4,5,1,Cat43,none,www.site1.com
101479,13.98,1,1,2,1,Cat25,none,www.site1.com
101480,30.94,2,2,4,2,Cat21,none,www.site1.com
101481,96.08,5,2,3,1,Cat13,Type1,www.site2.com
101482,98.28,14,10,12,2,Cat13,Type1,www.site2.com
101483,20.97,1,1,2,1,Cat4,Type1,www.site3.com
101484,53.49,7,7,8,1,Cat6,none,www.site1.com
101485,48.88,1,1,2,1,Cat17,none,www.site1.com
101486,22.0,1,1,2,1,Cat12,none,www.site1.com
101487,499.95,5,5,12,7,Cat13,Type2,www.site2.com
101488,148.0,9,6,8,2,Cat12,none,www.site1.com
101489,166.3,10,5,6,1,Cat4,Type1,www.site3.com
101490,27.6,1,1,2,1,Cat39,Type1,www.site6.com
101491,95.87,14,10,12,2,Cat21,none,www.site1.com
101492,52.97,6,6,7,1,Cat25,none,www.site1.com
101493,44.48,4,1,2,1,Cat9,none,www.site1.com
101494,8.84,3,3,5,2,Cat1,none,www.site1.com
101495,17.94,1,1,2,1,Cat12,none,www.site1.com
101496,43.08,2,1,2,1,Cat60,none,www.site1.com
101497,341.23,7,2,3,1,Cat24,none,www.site1.com
101498,65.25,5,4,5,1,Cat3,Type1,www.site2.com
101499,7.99,1,1,2,1,Cat6,none,www.site1.com
101500,60.59,10,9,11,2,none,none,www.site1.com
101501,6.21,1,1,2,1,Cat21,none,www.site1.com
101502,30.19,4,2,3,1,Cat37,none,www.site1.com
101503,93.48,7,5,6,1,Cat8,none,www.site1.com
101504,32.78,2,2,3,1,Cat5,Type1,www.site2.com
101505,48.88,1,1,2,1,Cat17,none,www.site1.com
101506,442.0,12,4,7,3,Cat6,none,www.site1.com
101507,224.83,2,2,4,2,Cat3,Type1,www.site2.com
101508,155.9,6,6,10,4,Cat26,Type1,www.site5.com
101509,56.15,5,5,6,1,Cat30,none,www.site1.com
101510,61.17,7,7,8,1,Cat65,none,www.site1.com
101511,547.56,13,2,3,1,Cat49,none,www.site1.com
101512,1104.18,77,51,60,9,Cat32,none,www.site1.com
101513,26.36,7,7,8,1,none,none,www.site1.com
101514,21.0,1,1,2,1,Cat98,none,www.site1.com
101515,161.56,16,14,16,2,Cat3,Type1,www.site2.com
101516,50.0,1,1,2,1,Cat3,Type1,www.site2.com
101517,18.44,2,2,3,1,Cat3,Type1,www.site2.com
101518,24.92,1,1,2,1,Cat3,Type1,www.site2.com
101519,447.04,8,2,4,2,Cat9,none,www.site1.com
101520,20.97,1,1,2,1,Cat6,none,www.site1.com
101521,51.0,4,4,5,1,Cat20,none,www.site1.com
101522,79.99,1,1,2,1,Cat3,Type1,www.site2.com
101523,23.92,3,3,4,1,none,none,www.site1.com
101524,20.78,3,3,4,1,Cat44,none,www.site1.com
101525,639.2,4,1,2,1,Cat40,none,www.site1.com
101526,330.84,10,10,12,2,Cat13,Type1,www.site3.com
101527,10.0,1,1,2,1,Cat39,Type1,www.site6.com
101528,49.92,1,1,2,1,Cat41,none,www.site1.com
101529,24.18,3,3,6,3,Cat3,Type1,www.site2.com
101530,106.8,3,2,3,1,Cat12,none,www.site1.com
101531,53.99,1,1,2,1,Cat16,none,www.site1.com
101532,82.94,14,11,12,1,Cat30,none,www.site1.com
101533,29.27,7,7,8,1,Cat18,none,www.site1.com
101534,536.67,10,7,9,2,Cat11,none,www.site1.com
101535,58.0,6,6,7,1,Cat19,Type1,www.site4.com
101536,179.99,1,1,2,1,Cat3,Type1,www.site2.com
101537,65.06,4,3,4,1,Cat25,none,www.site1.com
101538,23.52,4,4,6,2,Cat26,Type2,www.site5.com
101539,31.72,4,4,6,2,Cat19,none,www.site8.com
101540,239.92,5,4,5,1,Cat1,none,www.site1.com
101541,49.99,1,1,2,1,Cat3,Type1,www.site2.com
101542,989.22,51,39,42,3,Cat14,none,www.site1.com
101543,19.88,1,1,2,1,Cat48,Type1,www.site6.com
101544,68.11,11,9,12,3,Cat30,none,www.site1.com
101545,100.73,16,16,17,1,Cat13,Type2,www.site3.com
101546,100.24,3,3,4,1,Cat3,Type1,www.site2.com
101547,215.0,1,1,2,1,none,none,www.site1.com
101548,22.0,1,1,2,1,Cat26,Type1,www.site6.com
101549,132.34,3,3,5,2,Cat64,none,www.site1.com
101550,76.88,6,5,6,1,Cat21,none,www.site1.com
101551,59.97,1,1,2,1,Cat30,none,www.site1.com
101552,56.97,2,2,7,5,Cat18,none,www.site1.com
101553,52.85,5,5,6,1,Cat20,none,www.site1.com
101554,59.98,1,1,2,1,Cat5,Type2,www.site2.com
101555,110.56,16,16,20,4,Cat81,none,www.site1.com
101556,77.37,4,3,4,1,Cat15,none,www.site1.com
101557,54.63,2,2,3,1,Cat26,Type1,www.site5.com
101558,83.68,6,6,8,2,Cat37,none,www.site1.com
101559,28.53,1,1,2,1,Cat18,none,www.site1.com
101560,68.96,3,3,6,3,Cat3,Type1,www.site2.com
101561,91.07,4,3,4,1,Cat8,none,www.site1.com
101562,52.85,2,2,3,1,Cat13,Type2,www.site2.com
101563,32.72,2,2,3,1,Cat53,none,www.site1.com
101564,63.17,3,3,4,1,Cat20,none,www.site1.com
101565,25.82,2,2,3,1,Cat3,Type1,www.site2.com
101566,50.13,4,4,6,2,Cat52,none,www.site1.com
101567,129.0,1,1,2,1,Cat8,none,www.site1.com
101568,91.84,13,10,11,1,Cat60,none,www.site1.com
101569,251.6,30,28,30,2,Cat3,Type1,www.site2.com
101570,6.97,1,1,2,1,Cat15,none,www.site1.com
101571,89.57,11,8,9,1,Cat21,none,www.site1.com
101572,78.61,6,5,7,2,Cat3,Type1,www.site2.com
101573,50.71,3,3,5,2,Cat24,none,www.site1.com
101574,218.04,25,16,17,1,Cat3,Type1,www.site2.com
101575,507.94,28,14,16,2,Cat13,Type1,www.site2.com
101576,85.65,20,19,20,1,Cat33,none,www.site1.com
101577,19.12,2,1,2,1,Cat52,none,www.site1.com
101578,24.97,1,1,2,1,Cat57,none,www.site1.com
101579,39.47,1,1,2,1,Cat4,Type2,www.site2.com
101580,157.0,12,12,14,2,none,none,www.site1.com
101581,49.38,2,2,3,1,Cat3,Type1,www.site2.com
101582,249.99,1,1,2,1,Cat49,none,www.site1.com
101583,131.0,4,2,3,1,Cat14,none,www.site1.com
101584,93.12,25,22,23,1,Cat56,none,www.site1.com
101585,279.0,1,1,2,1,Cat4,Type1,www.site3.com
101586,50.48,7,7,8,1,Cat45,Type1,www.site5.com
101587,288.89,1,1,2,1,Cat3,Type1,www.site2.com
101588,186.26,8,7,11,4,Cat4,Type2,www.site2.com
101589,23.0,3,3,4,1,Cat3,Type1,www.site2.com
101590,59.32,2,2,3,1,Cat19,Type2,www.site4.com
101591,300.0,3,3,4,1,Cat3,Type1,www.site2.com
101592,29.41,2,2,3,1,Cat10,none,www.site1.com
101593,766.85,7,6,9,3,Cat56,none,www.site1.com
101594,104.26,14,14,16,2,none,none,www.site1.com
101595,154.91,10,4,5,1,Cat13,Type2,www.site3.com
101596,98.32,7,5,6,1,Cat21,none,www.site1.com
101597,234.03,20,14,16,2,none,none,www.site1.com
101598,6.93,1,1,2,1,Cat21,none,www.site1.com
101599,31.52,4,4,6,2,Cat4,Type1,www.site2.com
101600,265.41,11,10,11,1,Cat4,Type1,www.site2.com
101601,35.97,3,3,4,1,Cat25,none,www.site1.com
101602,21.73,2,2,4,2,Cat8,none,www.site1.com
101603,87.99,1,1,6,5,Cat30,none,www.site1.com
101604,92.17,8,4,6,2,Cat12,none,www.site1.com
101605,1440.2,13,2,3,1,Cat47,none,www.site1.com
101606,108.76,2,2,4,2,Cat19,Type2,www.site4.com
101607,101.68,8,8,14,6,Cat5,Type1,www.site2.com
101608,79.99,1,1,2,1,Cat8,none,www.site1.com
101609,51.77,3,3,4,1,Cat6,none,www.site1.com
101610,92.3,7,5,6,1,Cat4,Type1,www.site3.com
101611,34.88,1,1,2,1,Cat4,Type1,www.site3.com
101612,183.61,6,6,7,1,Cat16,none,www.site1.com
101613,14.55,1,1,2,1,Cat3,Type1,www.site2.com
101614,18.0,2,2,4,2,Cat14,none,www.site1.com
101615,62.72,7,6,7,1,Cat3,Type1,www.site2.com
101616,188.26,12,10,14,4,Cat9,none,www.site1.com
101617,22.29,4,4,5,1,Cat1,none,www.site1.com
101618,50.07,6,6,7,1,Cat3,Type1,www.site2.com
101619,1316.36,5,5,8,3,Cat36,Type12,www.site7.com
101620,73.45,14,10,11,1,Cat12,none,www.site1.com
101621,63.26,5,5,6,1,Cat36,Type12,www.site7.com
101622,68.79,2,2,3,1,Cat3,Type1,www.site2.com
101623,62.76,6,6,8,2,Cat45,Type1,www.site5.com
101624,78.77,13,8,9,1,Cat1,none,www.site1.com
101625,69.08,5,4,5,1,Cat5,Type2,www.site2.com
101626,18.78,2,2,3,1,Cat19,Type1,www.site4.com
101627,44.82,1,1,2,1,Cat13,Type1,www.site3.com
101628,170.91,3,1,2,1,Cat26,Type2,www.site5.com
101629,401.94,36,30,33,3,Cat43,none,www.site1.com
101630,7.84,1,1,2,1,none,none,www.site1.com
101631,108.16,28,26,29,3,Cat39,Type1,www.site6.com
101632,434.94,11,11,12,1,none,none,www.site1.com
101633,46.64,2,2,3,1,Cat25,none,www.site1.com
101634,115.21,7,5,7,2,Cat60,none,www.site1.com
101635,519.5,10,2,3,1,Cat3,Type1,www.site2.com
101636,474.24,12,3,6,3,Cat3,Type1,www.site2.com
